rumi,predicted,true
saudara-maranya,ساودارا٢ڽ,ساودارا-ماراڽ
seelok-eloknya,سايلوق٢ڽ,سايلوق-ايلوقڽ
sekeras-kerasnya,سکرس٢ڽ,سکرس-کرسڽ
selaknya,سلقڽ,سيلقڽ
selamanya,سلامڽ,سلاماڽ
selatannya,سلتنڽ,سلاتنڽ
selok-beloknya,سيلوق٢,سيلوق-بيلوقڽ
sepuas-puasnya,سڤواس٢ڽ,سڤواس-ڤواسڽ
setiausahanya,ستياوسهاڽ,ستياءوسهاڽ
setinggi-tingginya,ستيڠݢي٢ڽ,ستيڠݢي-تيڠݢيڽ
solatnya,سولتڽ,صلاةڽ
taktiknya,تکتيقڽ,تکتيکڽ
tandatangannya,تنداتڠنڽ,تنداتاڠنڽ
terletaknya,ترليتقڽ,ترلتقڽ
wilayahnya,ولايةڽ,ولايهڽ
meliuk-liuk,مليوق-ليوق,مليوق٢
memarah,ممڤره,مماره
mematerai,ممڤراي,ممتراي
mengap-ngap,مڠڤ-ڠڤ,مڠڤ٢
menyanya,مڽاڽ,مڽڽ
meong,ميوڠ,مءوڠ
mepet,ميڤيت,مڤيت
meredang,مردڠ,مريدڠ
merela,مرلا,مريلا
metel,ميتيل,متيل
mewa,ميوا,موا
meester,مييستر,مايستر
mekedi,مکدي,مکيدي
ajaib-ajaib,عجاعباجعيب,عجاءيب٢
anasir-anasir,عناسير٢,عناصير٢
askar-askar,اسکر٢,عسکر٢
aspek-aspek,اسڤيق٢,اسڤيک٢
awan-awan,اون٢,عوان٢
ayat-ayat,ايت٢,ايات٢
bahan-bahan,بهن٢,باهن٢
bakat-bakat,باکت-باکت,باکت٢
belan-belan,بيلن٢,بلن٢
bengkak-bengkak,بڠکق-بڠکق,بڠکق٢
berlian-berlian,برليان-برلين,برليان٢
bersih-bersih,برسيه-برسيه,برسيه٢
derik-derik,دريق٢,ديريق٢
elemen-elemen,ايليمين٢,ايليمن٢
fakta-fakta,فکت٢,فکتا٢
firma-firma,فرما٢,فيرما٢
gumpal-gumpal,ݢومڤل-ݢومڤل,ݢومڤل٢
guru-guru,ݢورو٢,ݢورور٢
ibadah-ibadah,عباده٢,عبادة٢
ibadat-ibadat,عبادت٢,عبادة٢
isme-isme,اسمي٢,اسمى٢
juzuk-juzuk,جزوق٢,جزوء٢
kadi-kadi,کادي٢,قاضي٢
kamus-kamus,کاموس٢,قاموس٢
kemudahan-kemudahan,کمودهن-کمودهن,کمودهن٢
kisah-kisah,قصه٢,قيصه٢
konduktor-konduktor,کوندوقتور٢,کوندوکتور٢
korban-korban,کربان٢,قربان٢
lambang-lambang,لمبڠ٢,لامبڠ٢
lancang-lancang,لنچڠ٢,لانچڠ٢
lebar-lebar,لبر٢,ليبر٢
lekuk-lekuk,لکوق-لکوق,لکوق٢
lima-lima,ليما٢,ليم٢
majalah-majalah,مجاله٢,مجله٢
mayat-mayat,مايت٢,ميت٢
menteri-menteri,منتري-منتري,منتري٢
merah-merah,ميره-مره,ميره٢
meriam-meriam,مريام-مريام,مريام٢
minyak-minyak,ميڽق-ميڽق,ميڽق٢
muntah-muntah,مونته-مونته,مونته٢
objek-objek,اوبجيق٢,اوبجيک٢
pelan-pelan,ڤلن٢,ڤيلن٢
pendeta-pendeta,ڤنديت٢,ڤنديتا٢
penggemar-penggemar,ڤڠݢمر-ڤڠݢمر,ڤڠݢمر٢
pensyarah-pensyarah,ڤنشره٢,ڤنشرح٢
penyair-penyair,ڤڽاءير٢,ڤڽعير٢
persoalan-persoalan,ڤرسوالن٢,ڤرسوءالن٢
rambut-rambut,رمبوت٢,رامبوت٢
rangka-rangka,رڠک٢,راڠک٢
reda-reda,ريدا٢,رضا٢
rendah-rendah,رنده-رنده,رنده٢
renggang-renggang,ريڠݢڠ٢,رڠ-ݢ-ڠ٢
risalah-risalah,ريساله٢,رساله٢
robak-robak,روبق-روبق,روبق٢
rongga-rongga,روڠݢ-روڠݢ,روڠݢ٢
saksi-saksi,سکسي٢,سقسي٢
saluran-saluran,سلورن٢,سالورن٢
sekejap-sekejap,سکجڤ-سکڤ,سکجڤ٢
sepah-sepah,سڤه٢,سيڤه٢
setinggan-setinggan,ستيڠݢن٢,ستي-ڠ-ݢن٢
soleh-soleh,سوليه٢,صالح٢
teknik-teknik,تيکنيق٢,تيکنيک٢
terbitan-terbitan,تربيتن-تربيتن,تربيتن٢
tingkap-tingkap,تيڠکڤ-تيڠکڤ,تيڠکڤ٢
tumpah-tumpah,تومڤه-تومڤه,تومڤه٢
ulama-ulama,اولاما٢,علماء٢
wajib-wajib,واجبو٢,واجب٢
wak-wak,وق٢,واق٢
zarah-zarah,زره٢,ذره٢
berbaris-baris,برباريس-باريس,برباريس٢
berbengkok-bengkok,بربيڠکوق-بيڠکوق,بربيڠکوق٢
berbenjol-benjol,بربينجول-بينجول,بربينجول٢
berbuat-buat,بربوات-بوات,بربوات٢
bercelah-celah,برچله-چله,برچله٢
berdamai-damai,برداماي-داماي,برداماي٢
berdebur-debur,بردبور-دبور,بردبور٢
berdegum-degum,بردݢوم-دݢوم,بردݢوم٢
berdenyut-denyut,بردڽوت-دڽوت,بردڽوت٢
bergajah-gajah,برݢاجه-ݢاجه,برݢاجه٢
bergigi-gigi,برݢيݢي-ݢيݢي,برݢيݢي٢
berhemat-hemat,برهيمت-هيمت,برهيمت٢
berjengket-jengket,برجيڠکيت-جيڠکيت,برجيڠکيت٢
berkersik-kersik,برکرسيق-کرسيق,برکرسيق٢
berkongsi-kongsi,برکوڠسي-کوڠسي,برکوڠسي٢
berlauk-lauk,برلاءوق-لاءوق,برلاءوق٢
berlekuk-lekuk,برلکوق-لکوق,برلکوق٢
berliang-liang,برلياڠ-لياڠ,برلياڠ٢
berseorang-seorang,برساورڠ-ساورڠ,برساورڠ٢
bersibuk-sibuk,برسيبوق-سيبوق,برسيبوق٢
bersudut-sudut,برسودوت-سودوت,برسودوت٢
bersulit-sulit,برسوليت-سوليت,برسوليت٢
bertakuk-takuk,برتاکوق-تاکوق,برتاکوق٢
bertitik-titik,برتيتيق-تيتيق,برتيتيق٢
dibentuk-bentuk,دبنتوق-بنتوق,دبنتوق٢
dilambung-lambung,دلامبوڠ-لمبوڠ,دلامبوڠ٢
diombak-ombak,داومبق-اومبق,داومبق٢
dipancang-pancang,دڤنچڠ-ڤانچڠ,دڤنچڠ٢
direnyuk-renyuk,درڽوق-رڽوق,درڽوق٢
fakta-faktanya,فکت٢ڽ,فکتا٢ڽ
gerabak-gerabaknya,ݢرابق-ݢرابقڽ,ݢرابق٢ڽ
kawan-kawanku,کاون٢,کاون٢کو
memanis-manis,ممانيس-مانيس,ممانيس٢
menteri-menterinya,منتري-منتريڽ,منتري٢ڽ
merabit-rabit,مرابيت-رابيت,مرابيت٢
merisik-risik,مريسيق-ريسيق,مريسيق٢
pokok-pokoknya,ڤوکوق٢,ڤوکوق٢ڽ
teman-temanku,تمن٢,تمن٢کو
besar-besarmu,بسر٢,بسر٢مو
dirimu,دريمو,ديريمو
doamu,دعامو,دعاءمو
ibadatmu,عبادتمو,عبادةمو
kata-katamu,کات٢کو,کات٢مو
kawan-kawanmu,کاون٢,کاون٢مو
tawamu,توامو,تاوامو
bebanmu,ببنمو,بيبنمو
kambingmu,کامبيڠمو,کمبيڠمو
kerabatmu,قرابتمو,قرابةمو
memaksamu,ممقصامو,ممقسامو
mengawalmu,مڠعوالمو,مڠاولمو
peringatanmu,ڤريڠتنمو,ڤرايڠتنمو
rahmatmu,رهمتمو,رهمةمو
wafatkanmu,وفاتکنمو,وفاةکنمو
difatwakan,دفتواکن,دفتوىکن
ayat-ayatku,ايت٢,ايات٢کو
berbilang-bilang,بربيلڠ-بيلڠ,بربيلڠ٢
berhala-berhala,برهلا٢,برهالا٢
bersama-samaku,برسام٢,برسام٢کو
bersama-samamu,برسام٢,برسام٢مو
diragu-ragukan,دراݢو-راݢوکن,دراݢو٢کن
hadis-hadis,حديس٢,حديث٢
hamba-hambaku,همبا٢,همبا٢کو
hamba-hambamu,همبا٢,همبا٢مو
isteri-isterimu,ايستري٢,ايستري٢مو
janji-janjimu,جنجي٢,جنجي٢مو
kambing-kambingku,کمبيڠ٢,کمبيڠ٢کو
manusia-manusia,مونسي٢,ماءنسي٢
maula-maula,مول٢,مولى٢
musuh-musuhmu,موسوه٢,موسوه٢مو
pegawai-pegawaiku,ڤݢاواي٢,ڤݢاواي٢کو
pengikut-pengikutku,ڤڠيکوت٢,ڤڠيکوت٢کو
pengikut-pengikutmu,ڤڠيکوت٢,ڤڠيکوت٢مو
perintah-perintahku,ڤرينته٢,ڤرينته٢کو
perintah-perintahnya,ڤرينته٢,ڤرينته٢ڽ
rasul-rasulku,رسول٢,رسول٢کو
rasul-rasulmu,رسول٢,رسول٢مو
sahabat-sahabatmu,صحابت٢,صحابت٢مو
saudara-saudaraku,ساودارا٢,ساودارا٢کو
saudara-saudaramu,ساودارا٢,ساودارا٢مو
sekutu-sekutu,سکوتو-سکوتو,سکوتو٢
surah-surah,سوره٢,سورة٢
syiar-syiar,شيعر٢,شعار٢
tetamu-tetamuku,تتامو٢,تتامو٢کو
berhala-berhalanya,برهلا٢ڽ,برهالا٢ڽ
diejek-ejekkan,دايجيق-ايجيقکن,دايجيق٢کن
ditunggu-tunggu,دتوڠݢو-توڠݢو,دتوڠݢو٢
kewajipan-kewajipanku,کواجيڤن٢,کواجيڤن٢کو
nikmat-nikmatku,نعمت٢,نعمت٢کو
pemindah,ڤمينده,ڤماينده
penolong-penolongku,ڤنولوڠ٢,ڤنولوڠ٢کو
penyokong-penyokongmu,ڤڽوکوڠ٢,ڤڽوکوڠ٢مو
sekutu-sekutuku,سکوتو٢,سکوتو٢کو
sekutu-sekutunya,سکوتو-سکوتوڽ,سکوتو٢ڽ
tuhan-tuhanku,توهن٢,توهن٢کو
diami,ديامي,دعامي
kemari,کمري,کيمري
kuasai,کواساي,کواسي
murkai,مورکاي,مورکي
taati,تعاتي,طاعةي
disetujui,دستوجوءي,دستوجوي
seindah-indah,ساينده-اينده,ساينده٢
sekuat-kuat,سقوات-قوات,سقوات٢
serapi-rapi,سراڤي-راڤي,سراڤي٢
serendah-rendah,سرنده-رنده,سرنده٢
seringan-ringan,سريڠن-ريڠن,سريڠن٢
seburuk-buruknya,سبوروق٢,سبوروق٢ڽ
sekuat-kuatnya,سقوات-قواتڽ,سقوات٢ڽ
semulia-mulianya,سموليا-مولياڽ,سموليا٢ڽ
babai,باباي,بابي
bai,باءي,باي
bangi,باڠي,بڠي
bekali,بکالي,بکلي
belakai,بلاکاي,بلاکي
berdiri-diri,برديري-ديري,برديري٢
cangi,چاڠي,چڠي
dandani,دنداني,دندني
dani,داني,دني
dekati,دکاتي,دکتي
diagih-agihkan,داݢيه-اݢيهکن,داݢيه٢کن
diakal-akalkan,دعقل-کالکن,دعقل٢کن
diambung-ambungkan,دامبوڠ-امبوڠکن,دامبوڠ٢کن
diapakan,داڤاکن,داڤکن
diasing-asingkan,داسيڠ-اسيڠکن,داسيڠ٢کن
diberangsangkan,دبرڠسڠکن,دبراڠساڠکن
dibetul-betulkan,دبتول-بتولکن,دبتول٢کن
dibiayakan,دبياياکن,دبيايکن
diburu-burukan,دبورو-بوروکن,دبورو٢کن
dicelakakan,دچلاکاکن,دچلاککن
dicerai-ceraikan,دچراي-چرايکن,دچراي٢کن
didatukkan,دداتوقکن,دداتوءکن
didewasakan,دديواساکن,دديواسکن
difadihatkan,دفضيحتکن,دفضيحةکن
digerak-gerakkan,دݢرق-ݢرقکن,دݢرق٢کن
dighairahkan,دغيرهکن,دغاءيرهکن
digopoh-gopohkan,دݢوڤوه-ݢوڤوهکن,دݢوڤوه٢کن
diharap-harapkan,دهارڤ-هارڤکن,دهارڤ٢کن
dihargakan,دهرݢاکن,دهرݢکن
diingat-ingatkan,دايڠت-ايڠتکن,دايڠت٢کن
diiqamatkan,داقامتکن,داقامةکن
dijagai,دجاݢاءي,دجاݢي
dijajakan,دجاجاکن,دجاجکن
dikemarikan,دکمريکن,دکيمريکن
dikendanai,دکنداناءي,دکنداني
dikira-kirakan,دکيرا-کيراکن,دکيرا٢کن
dikuasakan,دکواساکن,دکواسکن
dipanjang-panjangkan,دڤنجڠ-ڤنجڠکن,دڤنجڠ٢کن
diperbahasakan,دڤربهاساکن,دڤربهاسکن
dipuratakan,دڤوراتاکن,دڤوراتکن
dipusing-pusingkan,دڤوسيڠ-ڤوسيڠکن,دڤوسيڠ٢کن
dirabai,دراباءي,درابي
dirajai,دراجاءي,دراجي
direnyuk-renyukkan,درڽوق-رڽوقکن,درڽوق٢کن
diringan-ringankan,دريڠن-ريڠنکن,دريڠن٢کن
diselepangkan,دسلڤڠکن,دسليڤڠکن
diserapi,دسرڤي,دسيرڤي
disihatkan,دسيحتکن,دصيحتکن
ditanyai,دتاڽاءي,دتاڽي
ditebasi,دتيبسي,دتبسي
ditujui,دتوجوءي,دتوجوي
ditunggui,دتوڠݢوءي,دتوڠݢوي
diulang-ulangi,داولڠ-اولڠي,داولڠ٢ي
diundikan,داونديقن,داونديکن
diwahamkan,دواهمکن,دوهمکن
ghazali,غزلي,غزالي
hawai,حواي,حواءي
hayai,هاياي,هايي
incii,اينچي,اينچيي
kemasi,کماسي,کمسي
kerati,کراتي,کرتي
lepai,لڤاي,ليڤاي
leperi,لڤري,ليڤيري
lihati,ليهاتي,ليهتي
masai,ماساي,ماسي
meli,ملي,ميلي
mengkali,مڠکالي,مڠکلي
menjamui,منجاموءي,منجاموي
mentali,منتالي,مينتلي
menyama-nyamai,مڽاما-ڽاماءي,مڽاما-ڽاماي
menyerangi,مڽيرڠي,مڽرڠي
nani,ناني,نني
pemolek,ڤموليق,ڤماوليق
pemutih,ڤموتيه,ڤماوتيه
pengah,ڤڠه,ڤڠاه
pengam,ڤڠم,ڤڠعام
pengambin,ڤڠمبين,ڤڠامبين
pengantuk,ڤڠنتوق,ڤڠانتوق
pengerik,ڤڠريق,ڤڠاريق
pengidap,ڤڠيدڤ,ڤڠايدڤ
pengimbuh,ڤڠيمبوه,ڤڠايمبوه
pengulang-alik,ڤڠولڠ٢,ڤڠاولڠ-اليق
pengunjam,ڤڠونجم,ڤڠاونجم
perlaki,ڤرلاکي,ڤرلقي
rajii,رجعي,رجعيي
sakai,ساکاي,ساکي
sanai,ساناي,ساني
seawal,ساوال,ساول
sebusuk-busuk,سبوسوق-بوسوق,سبوسوق٢
secita-cita,سچيتا-چيتا,سچيتا٢
sedepa,سدڤا,سديڤا
seindah-indahnya,ساينده-ايندهڽ,ساينده٢ڽ
sejumaat,سجوماعت,سجمعة
sekaya,سکاي,سکايا
sekek,سيکيق,سکيک
sekerabat,سقرابت,سقرابة
sekuliah,سکولياه,سکليه
selandap,سلندڤ,سلاندڤ
selima,سليما,سليم
seloki,سلوکي,سيلوقي
selong,سيلوڠ,سلوڠ
semerak,سميرق,سمرق
seperak,سڤرق,سڤيرق
seperlapan,سڤرلڤن,سڤرلاڤن
sergai,سرݢاي,سرݢي
seroi,سروي,سيروي
serupa-rupa,سروڤا-روڤا,سروڤا٢
sesaham,سسهم,سساهم
sesamum,سساموم,سسموم
sesen,سيسين,سسين
setaman,ستمن,ستامن
sewai,سيواي,سواي
teli,تلي,تيلي
temahai,تمهاي,تماهي
temi,تمي,تيمي
terkata-katai,ترکاتا-کاتاي,ترکاتا-کاتي
terokai,تراوکاي,تروکي
difadihatkannya,دفضيحتکنڽ,دفضيحةکنڽ
diketemui,دکتموءي,دکتموي
diselot,دسيلوت,دسلوت
ditujuinya,دتوجوءيڽ,دتوجويڽ
hawaii,حواي,حواءيي
pengidapnya,ڤڠيدڤڽ,ڤڠايدڤڽ
sebanyak-banyaknya,سباڽق-باڽقڽ,سباڽق٢ڽ
al-rahman,الرهمن,الرحمن
al-rahim,الرهيم,الرحيم
al-salam,السلم,السلام
al-muhaimin,المحيمن,المهيمن
al-jabbar,الجبر,الجبار
al-barik,الباريق,البارئ
al-musawwir,المسوير,المصور
al-ghaffar,الغفر,الغفار
al-qahhar,القهر,القهار
al-fattah,الفتح,الفتاح
al-qabid,القبد,القابض
al-basir,الباسير,البصير
al-latif,اللتيف,اللطيف
al-khabir,الخبر,الخبير
al-azim,العزيم,العظيم
al-syakur,الشكر,الشكور
al-ali,العلي,العلى
al-kabir,الکبر,الكبير
al-muqit,المعيت,المقيت
al-karim,الکريم,الكريم
al-mujib,المجب,المجيب
al-bais,الباءيس,الباعث
al-wakil,الواکل,الوكيل
al-qawi,القوءي,القوى
al-wali,الوالي,الولى
al-mubdik,المبدع,المبدئ
al-muhyi,المحي,المحيى
al-mumit,الموت,المميت
al-majid,المجيد,الماجد
al-samad,السمد,الصمد
al-qadir,القدر,القادر
al-muqtadir,المقدر,المقتدر
al-muakhir,المؤعر,المؤخر
al-awwal,العوال,الاول
al-akhir,العهر,الاخر
al-zahir,الظهير,الظاهر
al-batin,البتين,الباطن
al-mutaali,المتعلي,المتعالي
al-muntaqim,المنتقيم,المنتقم
al-rauf,الرعوف,الرؤوف
malik al-Mulk,ملکال٢,مالك الملك
Zual-Jalal waal-Ikram,بوال-الوق,ذو الجلال و الاكرام
al-muqsit,المقست,المقسط
al-ghani,الغني,الغنى
al-mughni,المحي,المغنى
al-manik,المنيک,المانع
al-dar,الدر,الضار
al-hadi,الحدي,الهادئ
al-badik,البادق,البديع
al-baqi,البقي,الباقي
al-sabur,الصبر,الصبور
adat-istiadat,عادت٢,عادت-استعادت
adik-adikku,اديق٢,اديق-اديقکو
al-ahad,الحهد,الاحد
al-amin,العمين,الامين
al-anbia,الانبيا,الانبياء
al-bai,الباءي,الباي
al-fadil,الفضل,الفضيل
al-fana,الفنا,الفناء
al-ghazali,الغزلي,الغزالي
al-haram,الحرم,الحرام
al-hayat,الحيت,الحيات
al-ikhlas,الخلاس,الاخلاس
al-ikram,العرام,الاکرام
al-islam,العلام,الاسلام
al-jabar,الجبر,الجابر
al-jihad,الجهد,الجهاد
al-kitab,الکتب,الکتاب
al-muhit,المحيت,المحيط
al-wasi,الواسي,الوصي
anti-amerika,انتي٢,انتي-اميريکا
anti-barat,انتي٢,انتي-بارت
ari-aring,اري٢,اري-اريڠ
asal-usul,اصل٢,اصل-اصول
asid-alkali,اسيد٢,اسيد-الکالي
as-salam,اس-صلام,اس-سلام
as-samad,اس-سمد,اس-صمد
asyik-maksyuk,عاشيق٢,عاشيق-معشوق
bagi-nya,باݢي٢,باݢي-ڽا
bahagi-bahagikan,بهاݢي٢,بهاݢي-بهاݢيکن
beli-belian,بلي-بلين,بلي-بليان
berbuih-buih,بربوءيه٢,بربوءيه-بوءيه
beri-memberi,بري-ممبري,بيري-ممڤري
berlenggang-lenggok,برليڠݢڠ-ليڠݢوق,برل-يڠ-ݢ-ڠ-ليڠݢوق
berongga-rongga,براوڠݢ-روڠݢ,بروڠݢ-روڠݢ
berselindung-selindung,برسليندوڠ٢,برسليندوڠ-سليندوڠ
bertaraf-taraf,برطرف-ترف,برطرف-طرف
boleh-bolehnya,بوليه٢ڽ,بوليه-بوليهڽ
brigedier-jeneral,بريݢيدير٢,بريݢيديار-جينرل
buruk-baiknya,بوروق٢,بوروق-باءيقڽ
campak-mencampak,چامڤق-منچمڤق,چامڤق-منچامڤق
cinta-mencintai,چينتا-منچينتاي,چينتا-منچينتاءي
ciptaan-nya,چيڤتاءن٢,چيڤتاءن-ڽا
demi-finale,دمي٢,دمي-فينالي
diagah-agah,داݢه٢,داݢه-اݢه
dibuka-buka,دبوک٢,دبوک-بوک
digores-gores,دݢوريس٢,دݢوريس-ݢوريس
dijangka-jangka,دجڠک٢,دجڠک-جڠک
dirasa-rasai,دراسا-راساءي,دراس-راساي
disambung-sambung,دسامبوڠ٢,دسامبوڠ-سامبوڠ
disanjung-sanjung,دسانجوڠ٢,دسانجوڠ-سانجوڠ
ganggu-gugat,ݢڠݢو٢,ݢڠݢو-ݢوݢت
ganti-berganti,ݢنتي٢,ݢنتي-برݢنتي
gaya-gayanya,ݢاي٢ڽ,ݢاي-ݢايڽ
harga-menghargai,هرݢ-مڠهرݢاي,هرݢ-مڠهرݢاءي
hutang-hutangnya,هوتڠ٢ڽ,هوتڠ-هوتڠڽ
import-eksport,ايمڤورت٢,ايمڤورت-ايکسڤورت
indonesia-malaysia,ايندونيسيا٢,ايندونيسيا-مليسيا
jiran-jirannya,جيرن٢ڽ,جيرن-جيرنڽ
jungkir-balik,جوڠکير٢,جوڠکير-باليق
kait-berkait,کاءيت٢,کاءيت-برکاءيت
kait-mengait,کاءيت٢,کاءيت-مڠاءيت
kelemahan-kelemahannya,کلمهن٢ڽ,کلمهن-کلمهنڽ
kirim-mengirim,کيريم٢,کيريم-مڠيريم
kuang-kuit,کواڠ٢,کواڠ-کوءيت
kulai-balai,کولاي٢,کولاي-بالاي
lebih-lebihan,لبيه٢,لبيه-لبيهن
leftenan-kolonel,ليفتينن٢,ليفتنن-کولونل
lenggang-lenggok,ليڠݢڠ-ليڠݢوق,ل-يڠ-ݢ-ڠ-ليڠݢوق
liuk-lentok,ليوق٢,ليوق-لينتوق
malaikat-nya,ملائکة-ڽ,ملائکة-ڽا
malaysia-indonesia,مليسيا٢,مليسيا-ايندونيسيا
malaysia-thai,مليسياء,مليسيا-اءي
massa-aksi,مسسا٢,مسسا-اکسي
mencela-cela,منچلا-چلا,منچلا-چيلا
